source,task,condition,offer_amount,agent_index,rank,feature_label,activation
lottery,safe_risky_choice,baseline,10.0,2.0,3,programming setup and parameters,33.0
lottery,safe_risky_choice,baseline,10.0,2.0,4,an explanation or assistant,21.0
lottery,safe_risky_choice,baseline,10.0,2.0,5,to make rational decisions,19.0
lottery,safe_risky_choice,baseline,10.0,2.0,6,balance and trade-offs,19.0
lottery,safe_risky_choice,baseline,10.0,2.0,7,providing helpful responses and assistance,18.0
lottery,safe_risky_choice,baseline,10.0,2.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",17.0
lottery,safe_risky_choice,baseline,10.0,2.0,9,This introduces explanation or possibility,15.0
lottery,safe_risky_choice,baseline,10.0,2.0,10,scheduling and creating lists,14.0
lottery,safe_risky_choice,baseline,10.0,3.0,1,predicting uncertain outcomes,118.0
lottery,safe_risky_choice,baseline,10.0,3.0,2,choose between options,50.0
lottery,safe_risky_choice,baseline,10.0,3.0,3,programming setup and parameters,33.0
lottery,safe_risky_choice,baseline,10.0,3.0,4,providing helpful responses and assistance,21.0
lottery,safe_risky_choice,baseline,10.0,3.0,5,to make rational decisions,19.0
lottery,safe_risky_choice,baseline,10.0,3.0,6,numerical values and data types,18.0
lottery,safe_risky_choice,baseline,10.0,3.0,7,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",17.0
lottery,safe_risky_choice,baseline,10.0,3.0,8,balance and trade-offs,16.0
lottery,safe_risky_choice,baseline,10.0,3.0,9,This introduces explanation or possibility,15.0
lottery,safe_risky_choice,baseline,10.0,3.0,10,scheduling and creating lists,14.0
lottery,safe_risky_choice,baseline,10.0,4.0,1,predicting uncertain outcomes,87.0
lottery,safe_risky_choice,baseline,10.0,4.0,2,choose between options,51.0
lottery,safe_risky_choice,baseline,10.0,4.0,3,programming setup and parameters,33.0
lottery,safe_risky_choice,baseline,10.0,4.0,4,to make rational decisions,19.0
lottery,safe_risky_choice,baseline,10.0,4.0,5,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",17.0
lottery,safe_risky_choice,baseline,10.0,4.0,6,balance and trade-offs,15.0
lottery,safe_risky_choice,baseline,10.0,4.0,7,This introduces explanation or possibility,15.0
lottery,safe_risky_choice,baseline,10.0,4.0,8,providing helpful responses and assistance,15.0
lottery,safe_risky_choice,baseline,10.0,4.0,9,an explanation or assistant,15.0
lottery,safe_risky_choice,baseline,10.0,4.0,10,scheduling and creating lists,14.0
lottery,safe_risky_choice,baseline,10.0,5.0,1,predicting uncertain outcomes,90.0
lottery,safe_risky_choice,baseline,10.0,5.0,2,choose between options,50.0
lottery,safe_risky_choice,baseline,10.0,5.0,3,programming setup and parameters,33.0
lottery,safe_risky_choice,baseline,10.0,5.0,4,an explanation or assistant,21.0
lottery,safe_risky_choice,baseline,10.0,5.0,5,to make rational decisions,19.0
lottery,safe_risky_choice,baseline,10.0,5.0,6,balance and trade-offs,19.0
lottery,safe_risky_choice,baseline,10.0,5.0,7,providing helpful responses and assistance,18.0
lottery,safe_risky_choice,baseline,10.0,5.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",17.0
lottery,safe_risky_choice,baseline,10.0,5.0,9,This introduces explanation or possibility,15.0
lottery,safe_risky_choice,baseline,10.0,5.0,10,scheduling and creating lists,14.0
lottery,safe_risky_choice,baseline,10.0,6.0,1,predicting uncertain outcomes,116.0
lottery,safe_risky_choice,baseline,10.0,6.0,2,choose between options,50.0
lottery,safe_risky_choice,baseline,10.0,6.0,3,programming setup and parameters,33.0
lottery,safe_risky_choice,baseline,10.0,6.0,4,providing helpful responses and assistance,23.0
lottery,safe_risky_choice,baseline,10.0,6.0,5,to make rational decisions,21.0
lottery,safe_risky_choice,baseline,10.0,6.0,6,numerical values and data types,20.0
lottery,safe_risky_choice,baseline,10.0,6.0,7,scheduling and creating lists,17.0
lottery,safe_risky_choice,baseline,10.0,6.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",17.0
lottery,safe_risky_choice,baseline,10.0,6.0,9,behavior of systems and people,16.0
lottery,safe_risky_choice,baseline,10.0,6.0,10,balance and trade-offs,15.0
lottery,safe_risky_choice,baseline,10.0,7.0,1,predicting uncertain outcomes,87.0
lottery,safe_risky_choice,baseline,10.0,7.0,2,choose between options,51.0
lottery,safe_risky_choice,baseline,10.0,7.0,3,programming setup and parameters,33.0
lottery,safe_risky_choice,baseline,10.0,7.0,4,to make rational decisions,19.0
lottery,safe_risky_choice,baseline,10.0,7.0,5,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",17.0
lottery,safe_risky_choice,baseline,10.0,7.0,6,balance and trade-offs,15.0
lottery,safe_risky_choice,baseline,10.0,7.0,7,This introduces explanation or possibility,15.0
lottery,safe_risky_choice,baseline,10.0,7.0,8,providing helpful responses and assistance,15.0
lottery,safe_risky_choice,baseline,10.0,7.0,9,an explanation or assistant,15.0
lottery,safe_risky_choice,baseline,10.0,7.0,10,scheduling and creating lists,14.0
lottery,safe_risky_choice,baseline,10.0,8.0,1,predicting uncertain outcomes,90.0
lottery,safe_risky_choice,baseline,10.0,8.0,2,choose between options,50.0
lottery,safe_risky_choice,baseline,10.0,8.0,3,programming setup and parameters,33.0
lottery,safe_risky_choice,baseline,10.0,8.0,4,an explanation or assistant,21.0
lottery,safe_risky_choice,baseline,10.0,8.0,5,to make rational decisions,19.0
lottery,safe_risky_choice,baseline,10.0,8.0,6,balance and trade-offs,19.0
lottery,safe_risky_choice,baseline,10.0,8.0,7,providing helpful responses and assistance,18.0
lottery,safe_risky_choice,baseline,10.0,8.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",17.0
lottery,safe_risky_choice,baseline,10.0,8.0,9,This introduces explanation or possibility,15.0
lottery,safe_risky_choice,baseline,10.0,8.0,10,scheduling and creating lists,14.0
lottery,safe_risky_choice,baseline,10.0,9.0,1,predicting uncertain outcomes,87.0
lottery,safe_risky_choice,baseline,10.0,9.0,2,choose between options,50.0
lottery,safe_risky_choice,baseline,10.0,9.0,3,programming setup and parameters,33.0
lottery,safe_risky_choice,baseline,10.0,9.0,4,to make rational decisions,19.0
lottery,safe_risky_choice,baseline,10.0,9.0,5,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",17.0
lottery,safe_risky_choice,baseline,10.0,9.0,6,an explanation or assistant,16.0
lottery,safe_risky_choice,baseline,10.0,9.0,7,balance and trade-offs,15.0
lottery,safe_risky_choice,baseline,10.0,9.0,8,This introduces explanation or possibility,15.0
lottery,safe_risky_choice,baseline,10.0,9.0,9,providing helpful responses and assistance,15.0
lottery,safe_risky_choice,baseline,10.0,9.0,10,scheduling and creating lists,14.0
lottery,safe_risky_choice,baseline,10.0,10.0,1,predicting uncertain outcomes,90.0
lottery,safe_risky_choice,baseline,10.0,10.0,2,choose between options,50.0
lottery,safe_risky_choice,baseline,10.0,10.0,3,programming setup and parameters,33.0
lottery,safe_risky_choice,baseline,10.0,10.0,4,an explanation or assistant,21.0
lottery,safe_risky_choice,baseline,10.0,10.0,5,to make rational decisions,19.0
lottery,safe_risky_choice,baseline,10.0,10.0,6,balance and trade-offs,19.0
lottery,safe_risky_choice,baseline,10.0,10.0,7,providing helpful responses and assistance,18.0
lottery,safe_risky_choice,baseline,10.0,10.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",17.0
lottery,safe_risky_choice,baseline,10.0,10.0,9,This introduces explanation or possibility,15.0
lottery,safe_risky_choice,baseline,10.0,10.0,10,scheduling and creating lists,14.0
lottery,safe_risky_choice,baseline,10.0,11.0,1,predicting uncertain outcomes,90.0
lottery,safe_risky_choice,baseline,10.0,11.0,2,choose between options,50.0
lottery,safe_risky_choice,baseline,10.0,11.0,3,programming setup and parameters,33.0
lottery,safe_risky_choice,baseline,10.0,11.0,4,an explanation or assistant,21.0
lottery,safe_risky_choice,baseline,10.0,11.0,5,to make rational decisions,19.0
lottery,safe_risky_choice,baseline,10.0,11.0,6,balance and trade-offs,19.0
lottery,safe_risky_choice,baseline,10.0,11.0,7,providing helpful responses and assistance,18.0
lottery,safe_risky_choice,baseline,10.0,11.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",17.0
lottery,safe_risky_choice,baseline,10.0,11.0,9,This introduces explanation or possibility,15.0
lottery,safe_risky_choice,baseline,10.0,11.0,10,scheduling and creating lists,14.0
lottery,safe_risky_choice,baseline,10.0,12.0,1,predicting uncertain outcomes,90.0
lottery,safe_risky_choice,baseline,10.0,12.0,2,choose between options,50.0
lottery,safe_risky_choice,baseline,10.0,12.0,3,programming setup and parameters,33.0
lottery,safe_risky_choice,baseline,10.0,12.0,4,an explanation or assistant,21.0
lottery,safe_risky_choice,baseline,10.0,12.0,5,to make rational decisions,19.0
lottery,safe_risky_choice,baseline,10.0,12.0,6,balance and trade-offs,19.0
lottery,safe_risky_choice,baseline,10.0,12.0,7,providing helpful responses and assistance,18.0
lottery,safe_risky_choice,baseline,10.0,12.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",17.0
lottery,safe_risky_choice,baseline,10.0,12.0,9,This introduces explanation or possibility,15.0
lottery,safe_risky_choice,baseline,10.0,12.0,10,scheduling and creating lists,14.0
lottery,safe_risky_choice,baseline,10.0,13.0,1,predicting uncertain outcomes,90.0
lottery,safe_risky_choice,baseline,10.0,13.0,2,choose between options,50.0
lottery,safe_risky_choice,baseline,10.0,13.0,3,programming setup and parameters,33.0
lottery,safe_risky_choice,baseline,10.0,13.0,4,an explanation or assistant,21.0
lottery,safe_risky_choice,baseline,10.0,13.0,5,to make rational decisions,19.0
lottery,safe_risky_choice,baseline,10.0,13.0,6,balance and trade-offs,19.0
lottery,safe_risky_choice,baseline,10.0,13.0,7,providing helpful responses and assistance,18.0
lottery,safe_risky_choice,baseline,10.0,13.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",17.0
lottery,safe_risky_choice,baseline,10.0,13.0,9,This introduces explanation or possibility,15.0
lottery,safe_risky_choice,baseline,10.0,13.0,10,scheduling and creating lists,14.0
lottery,safe_risky_choice,baseline,10.0,14.0,1,predicting uncertain outcomes,90.0
lottery,safe_risky_choice,baseline,10.0,14.0,2,choose between options,50.0
lottery,safe_risky_choice,baseline,10.0,14.0,3,programming setup and parameters,33.0
lottery,safe_risky_choice,baseline,10.0,14.0,4,an explanation or assistant,21.0
lottery,safe_risky_choice,baseline,10.0,14.0,5,to make rational decisions,19.0
lottery,safe_risky_choice,baseline,10.0,14.0,6,balance and trade-offs,19.0
lottery,safe_risky_choice,baseline,10.0,14.0,7,providing helpful responses and assistance,18.0
lottery,safe_risky_choice,baseline,10.0,14.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",17.0
lottery,safe_risky_choice,baseline,10.0,14.0,9,This introduces explanation or possibility,15.0
lottery,safe_risky_choice,baseline,10.0,14.0,10,scheduling and creating lists,14.0
lottery,safe_risky_choice,baseline,10.0,15.0,1,predicting uncertain outcomes,87.0
lottery,safe_risky_choice,baseline,10.0,15.0,2,choose between options,51.0
lottery,safe_risky_choice,baseline,10.0,15.0,3,programming setup and parameters,33.0
lottery,safe_risky_choice,baseline,10.0,15.0,4,to make rational decisions,19.0
lottery,safe_risky_choice,baseline,10.0,15.0,5,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",17.0
lottery,safe_risky_choice,baseline,10.0,15.0,6,balance and trade-offs,15.0
lottery,safe_risky_choice,baseline,10.0,15.0,7,This introduces explanation or possibility,15.0
lottery,safe_risky_choice,baseline,10.0,15.0,8,providing helpful responses and assistance,15.0
lottery,safe_risky_choice,baseline,10.0,15.0,9,an explanation or assistant,15.0
lottery,safe_risky_choice,baseline,10.0,15.0,10,scheduling and creating lists,14.0
lottery,safe_risky_choice,baseline,10.0,16.0,1,predicting uncertain outcomes,90.0
lottery,safe_risky_choice,baseline,10.0,16.0,2,choose between options,49.0
lottery,safe_risky_choice,baseline,10.0,16.0,3,programming setup and parameters,33.0
lottery,safe_risky_choice,baseline,10.0,16.0,4,to make rational decisions,20.0
lottery,safe_risky_choice,baseline,10.0,16.0,5,balance and trade-offs,19.0
lottery,safe_risky_choice,baseline,10.0,16.0,6,providing helpful responses and assistance,18.0
lottery,safe_risky_choice,baseline,10.0,16.0,7,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",17.0
lottery,safe_risky_choice,baseline,10.0,16.0,8,This introduces explanation or possibility,15.0
lottery,safe_risky_choice,baseline,10.0,16.0,9,an explanation or assistant,15.0
lottery,safe_risky_choice,baseline,10.0,16.0,10,scheduling and creating lists,14.0
lottery,safe_risky_choice,baseline,10.0,17.0,1,predicting uncertain outcomes,117.0
lottery,safe_risky_choice,baseline,10.0,17.0,2,choose between options,50.0
lottery,safe_risky_choice,baseline,10.0,17.0,3,programming setup and parameters,33.0
lottery,safe_risky_choice,baseline,10.0,17.0,4,providing helpful responses and assistance,21.0
lottery,safe_risky_choice,baseline,10.0,17.0,5,to make rational decisions,19.0
lottery,safe_risky_choice,baseline,10.0,17.0,6,numerical values and data types,19.0
lottery,safe_risky_choice,baseline,10.0,17.0,7,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",17.0
lottery,safe_risky_choice,baseline,10.0,17.0,8,balance and trade-offs,16.0
lottery,safe_risky_choice,baseline,10.0,17.0,9,scheduling and creating lists,15.0
lottery,safe_risky_choice,baseline,10.0,17.0,10,This introduces explanation or possibility,15.0
lottery,safe_risky_choice,baseline,10.0,18.0,1,predicting uncertain outcomes,90.0
lottery,safe_risky_choice,baseline,10.0,18.0,2,choose between options,50.0
lottery,safe_risky_choice,baseline,10.0,18.0,3,programming setup and parameters,33.0
lottery,safe_risky_choice,baseline,10.0,18.0,4,an explanation or assistant,21.0
lottery,safe_risky_choice,baseline,10.0,18.0,5,to make rational decisions,19.0
lottery,safe_risky_choice,baseline,10.0,18.0,6,balance and trade-offs,19.0
lottery,safe_risky_choice,baseline,10.0,18.0,7,providing helpful responses and assistance,18.0
lottery,safe_risky_choice,baseline,10.0,18.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",17.0
lottery,safe_risky_choice,baseline,10.0,18.0,9,This introduces explanation or possibility,15.0
lottery,safe_risky_choice,baseline,10.0,18.0,10,scheduling and creating lists,14.0
lottery,safe_risky_choice,baseline,10.0,19.0,1,predicting uncertain outcomes,90.0
lottery,safe_risky_choice,baseline,10.0,19.0,2,choose between options,50.0
lottery,safe_risky_choice,baseline,10.0,19.0,3,programming setup and parameters,33.0
lottery,safe_risky_choice,baseline,10.0,19.0,4,an explanation or assistant,21.0
lottery,safe_risky_choice,baseline,10.0,19.0,5,to make rational decisions,19.0
lottery,safe_risky_choice,baseline,10.0,19.0,6,balance and trade-offs,19.0
lottery,safe_risky_choice,baseline,10.0,19.0,7,providing helpful responses and assistance,18.0
lottery,safe_risky_choice,baseline,10.0,19.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",17.0
lottery,safe_risky_choice,baseline,10.0,19.0,9,This introduces explanation or possibility,15.0
lottery,safe_risky_choice,baseline,10.0,19.0,10,scheduling and creating lists,14.0
lottery,safe_risky_choice,baseline,10.0,20.0,1,predicting uncertain outcomes,90.0
lottery,safe_risky_choice,baseline,10.0,20.0,2,choose between options,50.0
lottery,safe_risky_choice,baseline,10.0,20.0,3,programming setup and parameters,33.0
lottery,safe_risky_choice,baseline,10.0,20.0,4,an explanation or assistant,21.0
lottery,safe_risky_choice,baseline,10.0,20.0,5,to make rational decisions,19.0
lottery,safe_risky_choice,baseline,10.0,20.0,6,balance and trade-offs,19.0
lottery,safe_risky_choice,baseline,10.0,20.0,7,providing helpful responses and assistance,18.0
lottery,safe_risky_choice,baseline,10.0,20.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",17.0
lottery,safe_risky_choice,baseline,10.0,20.0,9,This introduces explanation or possibility,15.0
lottery,safe_risky_choice,baseline,10.0,20.0,10,scheduling and creating lists,14.0
lottery,safe_risky_choice,baseline,10.0,21.0,1,predicting uncertain outcomes,90.0
lottery,safe_risky_choice,baseline,10.0,21.0,2,choose between options,50.0
lottery,safe_risky_choice,baseline,10.0,21.0,3,programming setup and parameters,33.0
lottery,safe_risky_choice,baseline,10.0,21.0,4,an explanation or assistant,21.0
lottery,safe_risky_choice,baseline,10.0,21.0,5,to make rational decisions,19.0
lottery,safe_risky_choice,baseline,10.0,21.0,6,balance and trade-offs,19.0
lottery,safe_risky_choice,baseline,10.0,21.0,7,providing helpful responses and assistance,18.0
lottery,safe_risky_choice,baseline,10.0,21.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",17.0
lottery,safe_risky_choice,baseline,10.0,21.0,9,This introduces explanation or possibility,15.0
lottery,safe_risky_choice,baseline,10.0,21.0,10,scheduling and creating lists,14.0
lottery,safe_risky_choice,baseline,10.0,22.0,1,predicting uncertain outcomes,90.0
lottery,safe_risky_choice,baseline,10.0,22.0,2,choose between options,50.0
lottery,safe_risky_choice,baseline,10.0,22.0,3,programming setup and parameters,33.0
lottery,safe_risky_choice,baseline,10.0,22.0,4,an explanation or assistant,21.0
lottery,safe_risky_choice,baseline,10.0,22.0,5,to make rational decisions,19.0
lottery,safe_risky_choice,baseline,10.0,22.0,6,balance and trade-offs,19.0
lottery,safe_risky_choice,baseline,10.0,22.0,7,providing helpful responses and assistance,18.0
lottery,safe_risky_choice,baseline,10.0,22.0,8,"structural formatting and metadata markers indicating headers, section titles, punctuation boundaries, and newline separators.",17.0
lottery,safe_risky_choice,baseline,10.0,22.0,9,This introduces explanation or possibility,15.0
lottery,safe_risky_choice,baseline,10.0,22.0,10,scheduling and creating lists,14.0
lottery,safe_risky_choice,baseline,10.0,23.0,1,predicting uncertain outcomes,90.0
lottery,safe_risky_choice,baseline,10.0,23.0,2,choose between options,50.0
lottery,safe_risky_choice,baseline,10.0,23.0,3,programming setup and parameters,33.0
lottery,safe_risky_choice,baseline,10.0,23.0,4,an explanation or assistant,21.0
lottery,safe_risky_choice,baseline,10.0,23.0,5,to make rational decisions,19.0
lottery,safe_risky_choice,baseline,10.0,23.0,6,balance and trade-offs,19.0
lottery,safe_risky_choice,baseline,10.0,23.0,7,providing helpful responses and assistance,18.0
